"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"School of Chinese Martial Arts",FALSE,11,38.1014222,-122.2569702,"Martial Arts |&| Tai Chi"
"2",4.5,"William Kim's Tae Kwon Do Center",FALSE,7,38.10536,-122.21019,"Taekwondo"
"3",5,"Miro's Taekwondo",FALSE,6,38.1319914,-122.2542021,"Taekwondo |&| Brazilian Jiu-jitsu"
"4",4.5,"Combat Fitness  RMA",FALSE,14,38.137279,-122.2552412,"Martial Arts"
"5",5,"Seronio Island Bred Martial Arts",FALSE,6,38.123244,-122.258154,"Martial Arts"
"6",5,"Kajukenbo Self-Defense Institute of Vallejo",FALSE,1,38.0924415588379,-122.218994140625,"Martial Arts"
"7",5,"Modern Warrior Arts Academy",FALSE,6,38.1010117,-122.2567647,"Martial Arts"
"8",4.5,"Knuckle Up Training Center",FALSE,29,38.1061360157282,-122.222718770022,"Martial Arts"
"9",5,"Soaring Eagles",FALSE,5,38.10164,-122.23945,"Martial Arts"
"10",5,"Martial Science Technolgy:  Self Defense",FALSE,2,38.1049149,-122.2162473,"Martial Arts |&| Self-defense Classes"
"11",5,"Benicia Boxing & Martial Arts",FALSE,11,38.0788334,-122.1904165,"Martial Arts"
"12",5,"Woody Sims Kajukenbo",FALSE,1,38.1038951,-122.254358,"Martial Arts"
"13",3,"Ray Delgado's Karate",FALSE,2,38.109283,-122.22776,"Karate"
"14",5,"American Canyon ATA",FALSE,7,38.17641135694,-122.255674047989,"Martial Arts |&| Self-defense Classes"
"15",4,"Canyon Kajukenbo Martial Arts Institute",FALSE,6,38.16897,-122.25487,"Martial Arts"
"16",4.5,"Vallejos Tae Kwon Do",FALSE,19,38.051268,-122.146983,"Taekwondo |&| Boxing"
"17",5,"Ildefonzo Martial Arts",FALSE,1,38.0465557,-122.1380963,"Karate |&| Self-defense Classes"
"18",3,"Kyodo Judo Club",FALSE,1,38.1023738,-122.2567149,"Martial Arts"
"19",5,"Shotokan Karate Academy",FALSE,2,38.0465546,-122.1380997,"Karate"
"20",5,"Balintawak Arnis - Bayanhihan Center",FALSE,1,38.12921,-122.23792,"Sports Clubs"
"21",5,"Move with Victoria",FALSE,5,38.104923248291,-122.256385803223,"Yoga |&| Trainers |&| Swimming Lessons/Schools"
"22",3.5,"Fit Republic",FALSE,26,38.15436,-122.25516,"Gyms |&| Trainers"
"23",5,"Impulse PDR",FALSE,2,38.351968,-121.935622,"Self-defense Classes"
