"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"A. Brantley's Revolution Training and Martial Arts",FALSE,12,38.2194175720215,-122.132461547852,"Martial Arts |&| Preschools"
"2",5,"School Of Nine Dragons",FALSE,2,38.2490481327455,-122.050598472139,"Martial Arts"
"3",5,"Costa Jiu Jitsu",FALSE,9,38.2494059994636,-122.04489056021,"Brazilian Jiu-jitsu"
"4",5,"Full Spectrum",FALSE,1,38.21647,-122.13627,"Martial Arts"
"5",3.5,"Train 4 Life",FALSE,4,38.2448927,-122.0226758,"Martial Arts"
"6",3,"Tony Ramos Kajukenbo",FALSE,4,38.255959,-122.0676139,"Martial Arts"
"7",4.5,"Audacious Muay Thai Academy",FALSE,10,38.3476585576581,-122.000629955225,"Muay Thai |&| Kickboxing |&| Self-defense Classes"
"8",5,"tracy's karate",FALSE,1,38.24951,-122.0442,"Karate |&| Brazilian Jiu-jitsu"
"9",4.5,"Tracy's Karate & Mixed Martial Arts Studios",FALSE,15,38.3533596831742,-121.938302282405,"Karate"
"10",5,"Pinnacle Fitness",FALSE,5,38.2444707,-122.1221123,"Trainers |&| Interval Training Gyms"
"11",5,"Pro-Faction Martial Arts & Fitness",FALSE,14,38.0803,-122.12643,"Boxing |&| Muay Thai |&| Brazilian Jiu-jitsu"
"12",5,"Brian Hamlet's American Taekwondo Academy",FALSE,1,38.246788,-122.018394,"Taekwondo"
"13",5,"Marquez Martial Art Academy",FALSE,1,38.2490560726365,-122.050687623809,"Martial Arts"
"14",5,"Campos Shaolin Kenpo Karate",FALSE,2,38.33512,-121.98396,"Karate"
"15",5,"Main Street Martial Arts",FALSE,5,38.2850534,-122.2873051,"Martial Arts"
"16",5,"Happy Ocean Tai Chi Kung Fu Academy",FALSE,7,38.34666,-121.97316,"Chinese Martial Arts"
"17",5,"Thweatt Traditional Shotokan Karate-Do",FALSE,2,38.34666,-121.97316,"Karate"
"18",5,"Martial Arts Plus",FALSE,1,38.358912,-121.9896302,"Martial Arts"
"19",5,"American Canyon ATA",FALSE,7,38.17641135694,-122.255674047989,"Martial Arts |&| Self-defense Classes"
"20",3.5,"Brian Hamlet's American Taekwondo Academy",FALSE,3,38.2482414245605,-122.008506774902,"Taekwondo"
"21",5,"Benicia Boxing & Martial Arts",FALSE,11,38.0788334,-122.1904165,"Martial Arts"
"22",5,"Impulse PDR",FALSE,2,38.351968,-121.935622,"Self-defense Classes"
"23",1,"The University of Kajukenbo",FALSE,1,38.35215,-121.97541,"Boxing |&| Karate |&| Trainers"
"24",5,"School of Chinese Martial Arts",FALSE,11,38.1014222,-122.2569702,"Martial Arts |&| Tai Chi"
"25",5,"NorCal Matsubayashi-Ryu Karate-do",FALSE,1,38.0518493652344,-122.154106140137,"Karate"
"26",5,"American Taekwondo Academy",FALSE,2,38.3555145263672,-121.978996276855,"Taekwondo"
"27",4,"Humble Dragon Martial Arts",FALSE,1,38.35333,-121.93442,"Martial Arts"
"28",4,"Canyon Kajukenbo Martial Arts Institute",FALSE,6,38.16897,-122.25487,"Martial Arts"
"29",4.5,"William Kim's Tae Kwon Do Center",FALSE,7,38.10536,-122.21019,"Taekwondo"
"30",5,"Prado Academy Dixon",FALSE,10,38.4473495,-121.8558731,"Kickboxing |&| Brazilian Jiu-jitsu"
"31",5,"Ankh Fitness",FALSE,7,38.2459076,-122.0210894,"Trainers |&| Nutritionists |&| Boot Camps"
"32",5,"Napa Tae Kwon Do Academy",FALSE,2,38.2929187,-122.3004121,"Taekwondo"
"33",5,"Miro's Taekwondo",FALSE,6,38.1319914,-122.2542021,"Taekwondo |&| Brazilian Jiu-jitsu"
"34",5,"Red Dragon Martial Arts",FALSE,2,38.31412,-122.30756,"Martial Arts"
"35",4.5,"Combat Fitness  RMA",FALSE,14,38.137279,-122.2552412,"Martial Arts"
"36",5,"Pinewood Karate School",FALSE,1,38.32352,-122.29334,"Karate"
"37",4,"Sidekicks Martial Arts Center",FALSE,6,38.30642,-122.2858,"Martial Arts"
"38",4.5,"Vallejos Tae Kwon Do",FALSE,19,38.051268,-122.146983,"Taekwondo |&| Boxing"
"39",5,"Matias Martial Arts",FALSE,1,38.3100912719965,-122.286043614149,"Martial Arts"
"40",5,"Seronio Island Bred Martial Arts",FALSE,6,38.123244,-122.258154,"Martial Arts"
"41",4.5,"Knuckle Up Training Center",FALSE,29,38.1061360157282,-122.222718770022,"Martial Arts"
"42",5,"Inspire Martial Arts",FALSE,11,38.54737,-121.73842,"Martial Arts |&| Summer Camps"
"43",5,"Ildefonzo Martial Arts",FALSE,1,38.0465557,-122.1380963,"Karate |&| Self-defense Classes"
"44",5,"Solis Martial Arts",FALSE,22,38.010938,-122.270363,"Martial Arts"
"45",5,"Kuk Sool Won Martial Art Center",FALSE,2,38.449154,-121.85289,"Martial Arts"
"46",5,"Kajukenbo Self-Defense Institute of Vallejo",FALSE,1,38.0924415588379,-122.218994140625,"Martial Arts"
"47",5,"FightKore",FALSE,4,38.01769,-122.13521,"Boxing |&| Muay Thai |&| Brazilian Jiu-jitsu"
"48",5,"Ramtown Karate",FALSE,4,38.4629898071289,-121.834831237793,"Karate"
"49",5,"CCB Martial Arts",FALSE,13,37.9754391,-122.0386685,"Martial Arts"
"50",5,"Krav Maga Revolution",FALSE,1,38.30779,-122.28826,"Self-defense Classes |&| Martial Arts"
