"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"Kaijin MMA",FALSE,15,37.0458586,-122.0297156,"Brazilian Jiu-jitsu"
"2",5,"IMS Academy",FALSE,8,36.97679,-122.01675,"Martial Arts"
"3",5,"Laird's Academy of Martial Arts",FALSE,5,36.9728851318359,-122.027923583984,"Martial Arts"
"4",5,"Aikido of Santa Cruz",FALSE,3,36.97744,-122.0315,"Martial Arts"
"5",5,"Pathways Dojo",FALSE,3,36.985207,-121.9892899,"Martial Arts"
"6",5,"Shandokan martial arts healing",FALSE,1,36.98161,-121.96929,"Martial Arts |&| Life Coach"
"7",4.5,"Minorsan Self-Defense & Fitness",FALSE,30,36.9682502746582,-122.038650512695,"Martial Arts |&| Boot Camps |&| Trainers"
"8",5,"Oakstrong Martial Arts",FALSE,1,36.97601,-122.02928,"Karate |&| Self-defense Classes"
"9",5,"Gracie Jiu-Jitsu Santa Cruz",FALSE,3,36.976861,-121.9858,"Martial Arts"
"10",5,"Claudio Franca -Brazilian Jiu-Jitsu",FALSE,8,36.9885902404785,-121.981605529785,"Brazilian Jiu-jitsu"
"11",5,"Six Animals Kung-fu",FALSE,1,36.97601,-122.02928,"Chinese Martial Arts |&| Tai Chi"
"12",5,"Sandro Batata Brazilian Jiu-Jitsu",FALSE,3,36.9612615544177,-122.047540002276,"Brazilian Jiu-jitsu"
"13",4.5,"Family Martial Arts",FALSE,2,36.9809018075466,-122.016594260931,"Martial Arts"
"14",5,"Korean Martial Arts Academy",FALSE,2,36.9633051,-121.9682296,"Martial Arts"
"15",5,"Westside Aerobics and Martial Arts",FALSE,1,36.95693,-122.04937,"Martial Arts"
"16",5,"Matsubayashi Karate",FALSE,1,36.96444,-122.03601,"Martial Arts"
"17",5,"Raízes do Brasil Capoeira",FALSE,3,36.9599227905273,-122.047752380371,"Dance Studios |&| Martial Arts"
"18",4.5,"Sanford's Martial Arts",FALSE,12,36.987643,-121.957638,"Martial Arts"
"19",4,"Toadal Fitness I",FALSE,41,36.97229,-122.02635,"Gyms |&| Trainers |&| Kickboxing"
"20",4.5,"Innovative Martial Arts",FALSE,13,37.04736,-122.02703,"Martial Arts"
"21",5,"Santa Cruz Boxing",FALSE,28,37.04415,-122.025542,"Boxing |&| Kickboxing"
"22",5,"Santa Cruz Tae Kwon Do",FALSE,1,36.9807093419747,-122.016359567642,"Taekwondo"
"23",5,"LightSpeed Martial Arts Academy",FALSE,9,37.0531307,-122.0131443,"Martial Arts |&| Trainers"
"24",4,"Toadal Fitness II",FALSE,61,36.97126,-121.98408,"Gyms |&| Trainers |&| Kickboxing"
"25",5,"IMS Academy",FALSE,3,37.0425004,-122.0269988,"Martial Arts"
"26",5,"San Lorenzo Valley Martial Arts",FALSE,2,37.049919128418,-122.072692871094,"Martial Arts"
"27",5,"Sandro Batata BJJ",FALSE,2,36.9612613320351,-122.04754024744,"Martial Arts"
"28",5,"Santa Cruz Challenge",FALSE,9,36.96308,-121.98856,"Fitness & Instruction |&| Nutritionists"
"29",5,"Kaijin Santa Cruz Mountains",FALSE,4,37.0527318021817,-122.068442346048,"Martial Arts"
"30",5,"Trevor Getsla Structural Integration & Somatic Counseling",FALSE,7,36.9764938354492,-122.017578125,"Fitness & Instruction |&| Massage Therapy"
"31",5,"BodyFit Santa Cruz",FALSE,13,36.9640883803368,-122.040992304683,"Pilates |&| Barre Classes"
"32",5,"Santa Cruz Spine & Sport",FALSE,26,36.9788133,-122.0272637,"Chiropractors |&| Trainers |&| Yoga"
"33",4.5,"Yoga Center Santa Cruz",FALSE,23,36.9713935852051,-122.023887634277,"Yoga"
"34",4.5,"Body & Soul Yoga Studio",FALSE,11,36.9760093688965,-122.029281616211,"Yoga |&| Trainers"
"35",4,"UCSC Office of Physical Education, Recreation and Sports",FALSE,16,36.994226,-122.054993,"Recreation Centers |&| Sports Clubs |&| Scuba Diving"
"36",4,"Scotts Valley Gym",FALSE,25,37.0427262,-122.0266368,"Gyms"
"37",5,"Norcal Health & Fitness",FALSE,5,37.047714,-122.010973,"Gyms |&| Trainers"
"38",5,"Capitola Yoga",FALSE,1,36.975725,-121.94461,"Yoga"
