"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"Dumlao's Academy of Martial Arts",FALSE,9,38.00537,-122.30541,"Martial Arts"
"2",5,"Solis Martial Arts",FALSE,22,38.010938,-122.270363,"Martial Arts"
"3",4,"SAMA Academy of Martial Arts",FALSE,19,37.9954596,-122.2858644,"Martial Arts"
"4",5,"Dragon's Martial Arts",FALSE,7,37.9714697599411,-122.28805527091,"Martial Arts"
"5",5,"Chinese Martial Arts",FALSE,7,37.98101,-122.332596,"Martial Arts"
"6",5,"Yee's Martial Arts Academy",FALSE,7,38.020801,-122.261772,"Martial Arts"
"7",5,"Hercules Brazilian Jiu Jitsu",FALSE,5,38.019798,-122.273582,"Martial Arts"
"8",5,"Pinole Karate",FALSE,3,38.0044898986816,-122.295745849609,"Karate"
"9",5,"Okinawa Karate Academy",FALSE,8,37.9847782,-122.3324698,"Martial Arts"
"10",5,"Guardian Krav Maga",FALSE,6,38.01889,-122.27375,"Gyms |&| Self-defense Classes |&| Trainers"
"11",5,"LCCT San Pablo",FALSE,3,37.95757,-122.34695,"Martial Arts"
"12",3,"Satori Academy",FALSE,2,37.9954596,-122.2858644,"Martial Arts"
"13",5,"The Bar Athletics",FALSE,6,38.01889,-122.27375,"Gyms |&| Trainers |&| Martial Arts"
"14",5,"Hilltop Family Acupuncture",FALSE,28,37.977616,-122.3292634,"Acupuncture |&| Tui Na |&| Qi Gong"
"15",2.5,"24 Hour Fitness - Richmond, CA",FALSE,309,37.9813738475874,-122.329373881783,"Gyms |&| Trainers"
"16",5,"Impulse PDR",FALSE,2,38.351968,-121.935622,"Self-defense Classes"
