"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"Kyung Ki Tae Kwon Do",FALSE,4,38.09904,-122.57131,"Taekwondo"
"2",5,"Ito's White Tiger",FALSE,3,38.10764,-122.57221,"Martial Arts |&| Tai Chi"
"3",5,"Novato Family Martial Art",FALSE,2,38.1080093,-122.5695496,"Martial Arts"
"4",4.5,"North Bay Jiu Jitsu",FALSE,9,38.05147,-122.5301,"Martial Arts"
"5",5,"DefensePro",FALSE,3,38.1104863526219,-122.570113666504,"Self-defense Classes"
"6",5,"Lavin Mixed Martial Arts & Fitness",FALSE,14,38.014058,-122.560177,"Martial Arts |&| Trainers"
"7",5,"Z-Ultimate Self Defense Studios",FALSE,6,38.019128817294,-122.537763565986,"Martial Arts"
"8",5,"Z Ultimate Self Defense",FALSE,5,38.2335342,-122.6370763,"Karate |&| Brazilian Jiu-jitsu |&| Self-defense Classes"
"9",5,"O21Fit",FALSE,1,38.1049,-122.56372,"Trainers |&| Gyms"
"10",5,"Martial Arts USA",FALSE,14,38.24367,-122.64391,"Martial Arts"
"11",5,"San Rafael Martial Arts",FALSE,5,37.9727243303346,-122.525315295701,"Martial Arts |&| Tai Chi"
"12",4.5,"Marin MMA",FALSE,30,37.97603,-122.55565,"Martial Arts"
"13",5,"The Dojo",FALSE,16,37.9722882987877,-122.56239077269,"Martial Arts"
"14",5,"Academy of Jeet Kune Do Sciences",FALSE,6,38.2352189,-122.6362788,"Martial Arts"
"15",5,"Kim's Martial Arts Institute",FALSE,7,37.9765281677246,-122.552383422852,"Martial Arts"
"16",5,"Black Sheep Jiu Jitsu",FALSE,2,37.98592,-122.5841,"Martial Arts"
"17",4.5,"10,000 Victories Kung Fu School",FALSE,10,37.97068,-122.56652,"Chinese Martial Arts"
"18",5,"The Dailey Method",FALSE,22,38.0666877,-122.5429903,"Barre Classes |&| Pilates |&| Yoga"
"19",5,"Fit First Pilates",FALSE,10,38.11695,-122.59036,"Pilates"
"20",5,"ABADA CAPOEIRA MARIN",FALSE,3,37.9564,-122.50562,"Dance Studios |&| Martial Arts |&| Art Schools"
"21",4.5,"Yang's Martial Arts Academy",FALSE,6,37.9369032919638,-122.534491715212,"Martial Arts"
"22",5,"Kentfield MMA",FALSE,2,37.9552421569824,-122.547523498535,"Martial Arts |&| Boxing"
"23",5,"Krav Maga - Marinwood Community Services District",FALSE,1,38.0274305,-122.5528951,"Martial Arts |&| Venues & Event Spaces |&| Recreation Centers"
"24",5,"Petaluma Academy of Martial Arts",FALSE,3,38.24155,-122.64299,"Martial Arts |&| Tai Chi |&| Trainers"
"25",5,"San Anselmo Karate USSD",FALSE,1,37.9762296816098,-122.560122788729,"Karate |&| Self-defense Classes"
"26",5,"Esteem BJJ",FALSE,5,38.24014,-122.63362,"Brazilian Jiu-jitsu"
"27",5,"Petaluma Jiu Jitsu Academy",FALSE,6,38.233523,-122.6037194,"Martial Arts |&| Yoga"
"28",5,"American Aikido Academy",FALSE,2,38.24014,-122.63362,"Martial Arts"
"29",5,"Capoeira Petaluma",FALSE,4,38.2331940748597,-122.644317641671,"Martial Arts"
"30",5,"Marin Shotokan Karate-Do",FALSE,1,37.9388618,-122.534111,"Karate"
"31",3.5,"East West Karate School",FALSE,8,37.9738,-122.532485,"Karate"
"32",5,"Empower ATA Petaluma Martial Arts",FALSE,1,38.2348095,-122.6201459,"Martial Arts"
"33",5,"Krav Maga Revolution",FALSE,1,38.23504,-122.63625,"Martial Arts |&| Self-defense Classes"
"34",5,"Deleon Judo Club",FALSE,3,38.241778610146,-122.630310514751,"Martial Arts"
"35",5,"Bay Marin Aikido",FALSE,2,37.9739414155483,-122.531697079539,"Martial Arts |&| Trainers"
"36",5,"Petaluma Kenpo Karate School",FALSE,1,38.2415542602539,-122.642990112305,"Karate"
"37",3.5,"Taylor's House of Karate",FALSE,3,37.96691,-122.51471,"Karate"
"38",4.5,"9ROUND",FALSE,6,38.2355398,-122.6239352,"Kickboxing |&| Gyms |&| Nutritionists"
"39",2.5,"Echelbergers Ata Blackbelt Academy",FALSE,8,38.23623,-122.62871,"Martial Arts"
"40",5,"FourCore Fitness",FALSE,1,37.955139,-122.54742,"Boxing |&| Boot Camps |&| Trainers"
"41",5,"Ross Valley CrossFit",FALSE,32,37.976224819719,-122.560417886353,"Gyms |&| Trainers"
"42",3.5,"Full Service Wellness",FALSE,5,37.97477,-122.56521,"Nutritionists |&| Massage Therapy |&| Trainers"
"43",5,"MoveMe Studio",FALSE,6,37.9735468,-122.5312609,"Yoga |&| Dance Studios |&| Pilates"
"44",5,"Impulse PDR",FALSE,2,38.351968,-121.935622,"Self-defense Classes"
"45",4,"Body Kinetics Health Club",FALSE,37,37.97345,-122.53862,"Trainers |&| Yoga |&| Cycling Classes"
"46",4,"Ann Curtis School of Swimming",FALSE,20,37.99751,-122.54265,"Swimming Lessons/Schools"
"47",4,"FITNESS SF - Marin",FALSE,118,37.9386,-122.518,"Gyms |&| Trainers |&| Yoga"
"48",3.5,"Mt Tam Racquet Club",FALSE,34,37.9387512207031,-122.53426361084,"Sports Clubs"
