"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"10th Planet Jiu Jitsu San Mateo",FALSE,45,37.5666222390262,-122.309964889549,"Kickboxing |&| Brazilian Jiu-jitsu"
"2",5,"Marco Nascimento Brazilian Jiu-Jitsu",FALSE,36,37.5520039,-122.313454,"Brazilian Jiu-jitsu"
"3",5,"International Self Defense Institute",FALSE,14,37.5295786,-122.2918314,"Martial Arts |&| Self-defense Classes"
"4",5,"All Stars Martial Arts",FALSE,11,37.533824,-122.325471,"Martial Arts"
"5",5,"Golden State Taekwondo",FALSE,20,37.555007,-122.3114222,"Taekwondo"
"6",5,"KICKS Taekwondo School of Self Defense",FALSE,9,37.5535285,-122.3028646,"Martial Arts |&| Self-defense Classes"
"7",5,"United Studios Of Self Defense Burlingame",FALSE,14,37.5765699,-122.34618,"Martial Arts |&| Self-defense Classes"
"8",4.5,"Core Taekwondo",FALSE,17,37.5640107,-122.3243635,"Taekwondo"
"9",5,"Kuk Sool Won",FALSE,8,37.5437801,-122.3066374,"Martial Arts"
"10",5,"Shorinji Kempo Peninsula",FALSE,6,37.5654352,-122.3192522,"Martial Arts"
"11",5,"Aikido By the Bay",FALSE,3,37.5620475,-122.3178358,"Martial Arts"
"12",4,"Z Ultimate Self Defense Studios",FALSE,8,37.54482,-122.29061,"Martial Arts"
"13",5,"World Oyama Karate",FALSE,3,37.5625242,-122.3189218,"Karate"
"14",4,"Gold Medal Family Center",FALSE,6,37.5806511003598,-122.332910643146,"Martial Arts"
"15",4.5,"Tat Wong Kung Fu Academy",FALSE,25,37.529166,-122.2886485,"Martial Arts |&| Self-defense Classes"
"16",4,"Oshiro Dojo",FALSE,4,37.5515373809591,-122.301655190759,"Trainers |&| Karate"
"17",5,"Team Tigers Taekwondo Academy",FALSE,10,37.5339669,-122.2951683,"Taekwondo"
"18",5,"Shaolin Culture Center",FALSE,2,37.54507,-122.30682,"Chinese Martial Arts"
"19",5,"United Studios of Self Defense",FALSE,5,37.553465389764,-122.256717074803,"Self-defense Classes"
"20",5,"Bay Area Martial Arts Academy",FALSE,9,37.5267868041992,-122.281593322754,"Martial Arts"
"21",4.5,"Pure Shaolin Kung Fu",FALSE,14,37.5225099,-122.2775,"Chinese Martial Arts"
"22",5,"Kuk Sool Won of Millbrae",FALSE,32,37.599392,-122.383537,"Martial Arts"
"23",5,"B Street Boxing",FALSE,58,37.5660882,-122.3230168,"Boxing"
"24",4.5,"One Martial Arts",FALSE,30,37.604682,-122.397254,"Martial Arts |&| Day Camps"
"25",5,"Bay Area Boxing",FALSE,65,37.5284080505371,-122.286758422852,"Martial Arts |&| Gyms"
"26",4,"Charles Gracie Jiu-Jitsu Academy",FALSE,29,37.560016,-122.3270933,"Brazilian Jiu-jitsu"
"27",4,"Gold Medal Martial Arts",FALSE,57,37.5435887697827,-122.270978962497,"Martial Arts"
"28",5,"ELeung Wing Tsun Kung Fu",FALSE,7,37.6131816,-122.4045411,"Chinese Martial Arts"
"29",5,"United Studios of Self Defense",FALSE,7,37.512008,-122.293513,"Self-defense Classes"
"30",5,"Wing Chun Dynamics",FALSE,14,37.5221078,-122.268219,"Martial Arts"
"31",5,"Institute of Brazilian Fitness",FALSE,22,37.52641,-122.28166,"Brazilian Jiu-jitsu"
"32",4.5,"Twin Dragon Kung Fu Academy",FALSE,27,37.5168856,-122.2693694,"Chinese Martial Arts"
"33",5,"Rock Steady Boxing Peninsula",FALSE,1,37.54571,-122.30602,"Martial Arts |&| Boxing"
"34",5,"Precision Martial Arts and Fitness",FALSE,5,37.517223,-122.267233,"Taekwondo"
"35",5,"Omulu Guanabara Capoeira",FALSE,3,37.5332146,-122.3256454,"Martial Arts"
"36",5,"Escolta Martial Arts",FALSE,2,37.4853082173407,-122.228141622738,"Kickboxing |&| Taekwondo |&| Brazilian Jiu-jitsu"
"37",4.5,"Hwa Rang Kwan Martial Arts",FALSE,10,37.523941,-122.2806921,"Martial Arts"
"38",4.5,"Gold Medal Martial Arts",FALSE,22,37.5266304016113,-122.284690856934,"Martial Arts"
"39",5,"Cahill's Judo Academy",FALSE,23,37.6271304,-122.4114205,"Martial Arts"
"40",5,"Dancel's Academy of Tae Kwon Do",FALSE,17,37.6260360849372,-122.411461749095,"Taekwondo"
"41",5,"United Studios of Self Defense",FALSE,4,37.4979563,-122.2495747,"Martial Arts"
"42",5,"Just Right Fitness",FALSE,13,37.5633537,-122.3195618,"Trainers |&| Kickboxing |&| Circuit Training Gyms"
"43",5,"Baztekhan USA",FALSE,1,37.5931015,-122.363664,"Taekwondo |&| Self-defense Classes"
"44",5,"Mike De Jesus Brazilian Jiu Jitsu",FALSE,3,37.6270499,-122.41158,"Brazilian Jiu-jitsu"
"45",5,"Omine Karate Dojo",FALSE,8,37.6205541938762,-122.410697937012,"Karate"
"46",5,"Mykicks Tae Kwon Do",FALSE,2,37.593953,-122.3847722,"Taekwondo"
"47",5,"Amin Wu Tai Chi",FALSE,3,37.60988,-122.4017087,"Qi Gong |&| Tai Chi |&| Martial Arts"
"48",4.5,"Tiger Taekwondo",FALSE,3,37.474406,-122.216603,"Taekwondo"
"49",5,"West coast Xin Yi Dao kung fu",FALSE,1,37.51889,-122.27556,"Chinese Martial Arts"
"50",5,"IMPACT Kickboxing Fitness",FALSE,245,37.50505,-122.2478694,"Boxing |&| Kickboxing |&| Cardio Classes"
