"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"Fresno Ultimate Martial Arts",FALSE,16,36.8506269156933,-119.774741604924,"Martial Arts"
"2",5,"Pacific Martial Arts",FALSE,5,36.804219,-119.789121,"Martial Arts"
"3",5,"Malaipet Sasiprapa USA Muay Thai Gym",FALSE,6,36.8054410815239,-119.790339320898,"Muay Thai"
"4",5,"Art Of Shotokan Karate",FALSE,2,36.7787706015647,-119.754719587862,"Karate |&| Self-defense Classes"
"5",5,"Cho John Kung-Fu School",FALSE,2,36.773,-119.78177,"Martial Arts"
"6",5,"Martial Art Fresno",FALSE,2,36.873313,-119.778167,"Martial Arts"
"7",5,"Fresno Aikijujutsu",FALSE,1,36.8256572,-119.8699786,"Martial Arts |&| Self-defense Classes"
"8",5,"Fresno Vanguard Krav Maga & Fitness",FALSE,3,36.77532,-119.69937,"Gyms |&| Martial Arts |&| Trainers"
"9",5,"Pinnacle Martial Arts",FALSE,4,36.84104,-119.78876,"Martial Arts"
"10",4,"Dethrone Mixed Martial Arts",FALSE,17,36.821302,-119.845488,"Martial Arts |&| Gyms"
"11",5,"The Dungeon MMA",FALSE,4,36.7362396,-119.8033483,"Martial Arts |&| Boxing |&| Boot Camps"
"12",5,"Sunnyside Taekwondo",FALSE,2,36.77872,-119.68587,"Taekwondo"
"13",4.5,"Royce Gracie Jiu-Jitsu Of Fresno",FALSE,9,36.81691,-119.69711,"Brazilian Jiu-jitsu"
"14",5,"Graham Lelliott Kenpo Karate",FALSE,5,36.8100204,-119.6750717,"Karate"
"15",5,"TKM Muay Thai",FALSE,4,36.7751831936342,-119.790725415044,"Muay Thai |&| Kickboxing |&| Brazilian Jiu-jitsu"
"16",5,"Guido's Martial Arts Academy",FALSE,4,36.8082851,-119.7108819,"Martial Arts"
"17",5,"Bells American Karate and Fitness",FALSE,2,36.8084158520465,-119.858488734343,"Karate"
"18",5,"Bushido Kai Karate-do",FALSE,2,36.8531655724854,-119.728477624422,"Martial Arts"
"19",5,"Breakaway Fitness and Athletics",FALSE,4,36.77723,-119.68932,"Trainers |&| Martial Arts |&| Gyms"
"20",4.5,"3 Kings Muaythai",FALSE,3,36.84541,-119.79837,"Muay Thai |&| Kickboxing |&| Circuit Training Gyms"
"21",3,"Mile High Karate",FALSE,9,36.8384784,-119.7545223,"Karate"
"22",5,"Chan Family Choy Lee Fut Kung Fu & Qigong",FALSE,3,36.8721518566094,-119.781447315422,"Chinese Martial Arts |&| Qi Gong |&| Feng Shui"
"23",3.5,"White Tiger Martial Arts Academy",FALSE,2,36.86631,-119.74052,"Martial Arts"
"24",5,"Way Of The Bear & Tiger Karate",FALSE,1,36.78639,-119.81858,"Karate"
"25",5,"Pacific Martial Arts",FALSE,1,36.8098168059677,-119.691950427821,"Martial Arts"
"26",5,"Dethrone Mixed Martial Arts",FALSE,3,36.735147,-119.720074,"Gyms |&| Martial Arts"
"27",5,"Moore's Karate & Kung Fu",FALSE,1,36.7924,-119.700829,"Chinese Martial Arts"
"28",5,"Missing Link MMA",FALSE,1,36.75386,-119.80021,"Martial Arts |&| Gyms"
"29",5,"Mr C's Karate School of Shitoryu",FALSE,2,36.82721,-119.68905,"Karate"
"30",5,"Japan Ways Traditional Karate",FALSE,1,36.84477,-119.81023,"Karate"
"31",5,"Fresno Fight Club",FALSE,1,36.7634798,-119.7454476,"Gyms |&| Martial Arts"
"32",4.5,"Fresno Judo Club",FALSE,7,36.7879787,-119.7117918,"Martial Arts"
"33",5,"Fresno Black Belt Center",FALSE,1,36.7360308,-119.6927225,"Martial Arts"
"34",5,"Aikido of Fresno",FALSE,1,36.7909461,-119.8521016,"Martial Arts"
"35",5,"FIT Fitness",FALSE,1,36.85076,-119.77395,"Trainers |&| Boot Camps |&| Kickboxing"
"36",4.5,"The Little Gym",FALSE,25,36.87393,-119.74158,"Dance Studios |&| Martial Arts |&| Gymnastics"
"37",5,"Madera Martial Arts",FALSE,2,36.9514728700152,-120.082082060375,"Muay Thai |&| Brazilian Jiu-jitsu"
"38",2.5,"Fresno Kenpo Karate",FALSE,3,36.84568,-119.79611,"Karate"
"39",3.5,"Gb3",FALSE,96,36.85089,-119.80766,"Gyms |&| Kickboxing |&| Pilates"
"40",5,"New Era CrossFit",FALSE,3,36.8659097,-119.7402907,"Interval Training Gyms"
"41",4,"The Lion's Den Hodges Kenpo Karate",FALSE,1,36.723024,-120.0600996,"Karate"
"42",5,"Renteria's Martial Arts Studio",FALSE,1,36.95254,-120.05881,"Martial Arts"
"43",4.5,"MetalMark Climbing & Fitness",FALSE,40,36.7904447910433,-119.751904606819,"Gyms |&| Climbing |&| Yoga"
"44",2,"Fit Republic",FALSE,13,36.80423,-119.78911,"Gyms |&| Trainers"
"45",1,"Double Dragon Kenpo Karate",FALSE,1,36.7066,-119.55666,"Karate"
"46",2,"iLoveKickboxing - Gilbert",FALSE,6,33.377628,-111.792221,"Gyms |&| Kickboxing"
"47",5,"Get Fit Camp",FALSE,3,36.778261,-119.4179324,"Trainers"
