"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"Mixed Martial Arts Academy",FALSE,1,37.3027864572953,-120.487022399902,"Martial Arts"
"2",5,"Rayford Shorin-Ryu Karate & Kobudo",FALSE,1,37.2990417,-120.4777832,"Karate"
"3",4.5,"S K I Karate Dojo",FALSE,2,37.3016279832021,-120.479880608618,"Karate"
"4",3,"Sidekicks Tae Kwon Do",FALSE,2,37.3147752,-120.4694799,"Taekwondo"
"5",5,"Turlock Academy of Jiu Jitsu",FALSE,5,37.50695,-120.866138,"Martial Arts"
"6",5,"Moore's Shou'shu'studios",FALSE,2,37.5006649,-120.8527965,"Martial Arts"
"7",4,"CrossFit ValleyView",FALSE,1,37.0632019,-120.8364334,"Interval Training Gyms"
"8",5,"Academy of Kickboxing",FALSE,1,37.4918785095215,-120.848625183105,"Kickboxing"
"9",2.5,"Ata Black Belt Academy",FALSE,3,37.5134561,-120.8491049,"Martial Arts"
"10",5,"Dragon Sports",FALSE,1,37.51289,-120.84935,"Paintball |&| Airsoft |&| Martial Arts"
