"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",4.5,"Faito Tamashii Combat Club",FALSE,26,37.70694,-122.45737,"Brazilian Jiu-jitsu |&| Muay Thai"
"2",5,"10th Planet Jiu Jitsu Daly City",FALSE,1,37.6877751,-122.4692597,"Muay Thai |&| Brazilian Jiu-jitsu"
"3",5,"Charles Gracie Jiu-Jitsu Academy",FALSE,8,37.6908565,-122.4658496,"Brazilian Jiu-jitsu"
"4",5,"Shaolin Kenpo Martial Arts",FALSE,4,37.6878362,-122.4696078,"Chinese Martial Arts"
"5",5,"De Lucca's School of Tae Kwon Do",FALSE,9,37.66843,-122.477545,"Taekwondo"
"6",5,"Aikido Institute of San Francisco",FALSE,7,37.7053657919168,-122.462176904082,"Martial Arts"
"7",5,"Yong In Martial Art",FALSE,1,37.6971652,-122.4851664,"Martial Arts"
"8",4,"Silver Dragon Kung Fu",FALSE,10,37.689163,-122.469086,"Chinese Martial Arts"
"9",5,"More Than Medals Taekwondo",FALSE,2,37.6501622,-122.4543585,"Taekwondo"
"10",5,"Evolve Training Center",FALSE,55,37.648964,-122.419563,"Martial Arts |&| Trainers"
"11",5,"iLoveKickboxing",FALSE,3,37.660533887526,-122.478475604552,"Kickboxing"
"12",5,"Community Martial Arts Center",FALSE,4,37.71758,-122.47382,"Martial Arts"
"13",5,"Reitenbach Institute of Taekwondo",FALSE,1,37.7080192565918,-122.455665588379,"Taekwondo"
"14",4.5,"One Martial Arts",FALSE,30,37.604682,-122.397254,"Martial Arts |&| Day Camps"
"15",5,"Empire Jiu Jitsu",FALSE,18,37.75933,-122.41942,"Brazilian Jiu-jitsu"
"16",5,"Bay Area's Best",FALSE,6,37.6325371,-122.4887496,"Martial Arts"
"17",4.5,"Zhong Luo's Dragon House",FALSE,16,37.7231671,-122.4361441,"Martial Arts"
"18",5,"ELeung Wing Tsun Kung Fu",FALSE,7,37.6131816,-122.4045411,"Chinese Martial Arts"
"19",4,"World Muay Thai Team USA",FALSE,52,37.76189,-122.46695,"Muay Thai |&| Boot Camps |&| Brazilian Jiu-jitsu"
"20",5,"Sunset Jiu Jitsu",FALSE,47,37.7543099,-122.48055,"Brazilian Jiu-jitsu"
"21",4.5,"Thrive Jiu Jitsu",FALSE,14,37.6092624701374,-122.495968665389,"Boot Camps |&| Brazilian Jiu-jitsu"
"22",5,"Martial Arts Development MAD",FALSE,5,37.6851578,-122.4000702,"Martial Arts"
"23",5,"San Francisco Systema",FALSE,1,37.71373,-122.48177,"Martial Arts"
"24",5,"Quantum Martial Arts",FALSE,48,37.7587875,-122.4194458,"Martial Arts |&| Summer Camps"
"25",5,"Barrios Martial Arts",FALSE,18,37.7626037597656,-122.399887084961,"Kickboxing |&| Brazilian Jiu-jitsu |&| Boot Camps"
"26",5,"Northern Tiger Kenpo",FALSE,13,37.76314,-122.4783,"Martial Arts"
"27",5,"San Francisco Jujutsu Kodenkai",FALSE,2,37.7209816,-122.4373779,"Martial Arts"
"28",5,"St Clair's Taekwondo",FALSE,7,37.74178,-122.49879,"Taekwondo"
"29",5,"Cahill's Judo Academy",FALSE,23,37.6271304,-122.4114205,"Martial Arts"
"30",4.5,"One Martial Arts",FALSE,90,37.74314,-122.475275,"Martial Arts |&| Day Camps"
"31",5,"Studio 505",FALSE,10,37.71504,-122.47087,"Yoga |&| Dance Studios |&| Martial Arts"
"32",5,"Paresh Martial Arts",FALSE,37,37.764094,-122.462933,"Martial Arts"
"33",5,"US Wing Chun Kung Fu Academy",FALSE,7,37.763516,-122.4782414,"Martial Arts"
"34",5,"AB Mixed Martial Arts Academy",FALSE,53,37.7243799,-122.40198,"Martial Arts"
"35",5,"Bay Jiu-Jitsu",FALSE,15,37.7444305,-122.4206733,"Brazilian Jiu-jitsu"
"36",5,"World Oyama Karate",FALSE,17,37.7433331,-122.472304,"Karate"
"37",5,"Doc-Fai Wong Martial Arts Center",FALSE,28,37.74288,-122.47616,"Martial Arts |&| Tai Chi"
"38",5,"Dancel's Academy of Tae Kwon Do",FALSE,17,37.6260360849372,-122.411461749095,"Taekwondo"
"39",4.5,"Pacific Wushu",FALSE,17,37.7393265,-122.4666083,"Chinese Martial Arts"
"40",5,"Vega Kenpo Karate Studio",FALSE,6,37.73173,-122.44805,"Karate"
"41",4.5,"Korean Martial Arts Center",FALSE,34,37.72443,-122.45753,"Martial Arts |&| Sports Clubs"
"42",5,"Five Animals Kung Fu Academy",FALSE,11,37.7427668644395,-122.475590222615,"Chinese Martial Arts"
"43",5,"Universal Martial Arts Academy",FALSE,5,37.7383109727766,-122.39093542099,"Martial Arts"
"44",4,"Lawler's Tae Kwon Do",FALSE,39,37.626686,-122.426763,"Taekwondo"
"45",4.5,"Hapkido USA",FALSE,20,37.7430512,-122.472583,"Martial Arts"
"46",5,"Goju Karate",FALSE,3,37.742559,-122.492491,"Karate |&| Meditation Centers"
"47",5,"Aikido Yoshinkai",FALSE,2,37.642669,-122.41986,"Martial Arts"
"48",5,"Mike De Jesus Brazilian Jiu Jitsu",FALSE,3,37.6270499,-122.41158,"Brazilian Jiu-jitsu"
"49",5,"Kenya Prach",FALSE,24,37.7619938362676,-122.3985871,"Martial Arts"
"50",5,"Manuel's Renshinkan Karate",FALSE,16,37.7287216186523,-122.420608520508,"Karate"
