"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"American Martial Arts Academy",FALSE,25,38.0088310241699,-121.31778717041,"Martial Arts"
"2",4.5,"Nick Diaz Academy",FALSE,10,38.0174135,-121.3240059,"Boxing |&| Brazilian Jiu-jitsu |&| Yoga"
"3",5,"Valor Training Center",FALSE,47,38.0440782948643,-121.322385857672,"Martial Arts"
"4",5,"Tibon's Goju Ryu Fighting Arts",FALSE,10,37.95943,-121.30692,"Martial Arts"
"5",4.5,"Stockton Kuk Sool Hapkido",FALSE,8,38.034097,-121.338147,"Martial Arts"
"6",5,"Cortez Martial Arts Academy",FALSE,10,37.80289,-121.29205,"Self-defense Classes |&| Brazilian Jiu-jitsu |&| Muay Thai"
"7",5,"Ground Up Muay Thai",FALSE,2,38.015971,-121.293452,"Muay Thai |&| Kickboxing"
"8",5,"Stockton Jiu-Jitsu Academy",FALSE,5,37.98443,-121.3333,"Brazilian Jiu-jitsu"
"9",4.5,"Ronin Jiu-Jitsu",FALSE,6,37.9551010131836,-121.307907104492,"Brazilian Jiu-jitsu"
"10",3.5,"Discovery Martial Arts",FALSE,20,37.9686581,-121.2986055,"Martial Arts"
"11",4,"Moore's Chinese Martial Arts & Yoga Dojo",FALSE,8,37.9709549,-121.2997105,"Martial Arts |&| Yoga |&| Massage Therapy"
"12",4,"Flaherty's Kenpo Karate Association",FALSE,9,37.9874834,-121.3115303,"Karate"
"13",5,"Ohana Martial Arts and Fitness",FALSE,1,37.9640919,-121.3365597,"Martial Arts"
"14",5,"Concepcion Academy Of Martial Arts",FALSE,1,37.9989331860716,-121.325678005815,"Martial Arts"
"15",5,"Inside BJJ Academy",FALSE,5,38.0211442,-121.3605888,"Brazilian Jiu-jitsu"
"16",5,"Andre de Freitas Brazilian Jiu-Jitsu",FALSE,3,38.0441426340504,-121.322494356499,"Brazilian Jiu-jitsu"
"17",4,"New School Aikido",FALSE,7,37.9550323486328,-121.305656433105,"Martial Arts |&| Self-defense Classes"
"18",4,"Koryo Family Taekwondo Center",FALSE,5,38.03008,-121.33399,"Taekwondo"
"19",1,"Ernie Reyes' West Coast Martial Arts",FALSE,4,38.014102,-121.3220655,"Martial Arts"
"20",5,"Pacific Judo Club",FALSE,4,38.0175,-121.30244,"Martial Arts"
"21",5,"Charley's Wing Chun Kung Fu",FALSE,1,37.97112,-121.29967,"Martial Arts"
"22",5,"Rodney Hu Goju Karate",FALSE,1,38.04503,-121.32221,"Karate"
"23",5,"CMK Fitness",FALSE,1,37.9882173038595,-121.320102028549,"Cardio Classes |&| Kickboxing"
"24",5,"Moore's Chinese Martial Arts",FALSE,1,37.9551114,-121.230221,"Martial Arts"
"25",5,"Moore's Karate",FALSE,6,38.1386049,-121.2887924,"Karate"
"26",4.5,"Hiers Goju Ryu Karate",FALSE,3,38.1089096069336,-121.278213500977,"Karate"
"27",5,"Delta Fencing Center",FALSE,3,38.01166,-121.28169,"Amateur Sports Teams |&| Sports Clubs |&| Martial Arts"
"28",5,"Senshuken Karate",FALSE,1,38.0191465,-121.3213607,"Karate"
"29",5,"Tony Nunez MMA & Kickboxing Academy",FALSE,4,38.1195792543356,-121.249519777341,"Kickboxing"
"30",5,"Cutting Edge Martial Arts",FALSE,2,38.1035475,-121.2697049,"Martial Arts |&| Trainers"
"31",5,"Yoga Soul & Jiu-Jitsu",FALSE,9,37.79679,-121.23147,"Yoga |&| Brazilian Jiu-jitsu |&| Karate"
"32",3.5,"Robinson's Taekwondo",FALSE,8,38.1300253,-121.2780826,"Taekwondo"
"33",4,"Manteca Martial Arts",FALSE,9,37.7957969,-121.1955993,"Martial Arts |&| Trainers"
"34",4.5,"Castro Martial Arts",FALSE,12,37.7645795989373,-121.433183334147,"Kickboxing |&| Brazilian Jiu-jitsu"
"35",4,"Traditional Martial Arts Academy",FALSE,13,37.757898272342,-121.465450355017,"Martial Arts |&| Trainers"
"36",5,"Quinto's Martial Arts",FALSE,5,37.7540276,-121.4210511,"Martial Arts"
"37",4,"Twin Tigers Academy of Self Defense",FALSE,7,37.924104,-121.683492,"Self-defense Classes |&| Karate |&| Chinese Martial Arts"
"38",5,"Moore's Chinese Martial Arts",FALSE,1,37.7827479,-121.2296751,"Martial Arts"
"39",3.5,"Charles Gracie Jiu Jitsu",FALSE,26,37.762895876879,-121.413291314626,"Brazilian Jiu-jitsu"
"40",5,"James Reed's Tae Kwon Do",FALSE,3,37.7513523101807,-121.414706802368,"Taekwondo |&| Brazilian Jiu-jitsu |&| Kickboxing"
"41",4,"McKellar's Taekwondo",FALSE,4,38.1337046,-121.2752833,"Taekwondo"
"42",5,"American Striker Academy",FALSE,3,37.759618,-121.458385,"Boxing |&| Martial Arts |&| Gyms"
"43",5,"Blessner's Tae Kwon DO",FALSE,4,37.73962,-121.1262,"Taekwondo"
"44",4.5,"Tiger-Rock Martial Arts Scholars",FALSE,7,37.92504,-121.70727,"Martial Arts"
"45",4,"West Coast Tracy",FALSE,8,37.754525,-121.45684,"Kickboxing"
"46",4.5,"Crosley Gracie Jiu Jitsu Academy",FALSE,18,37.9215393066406,-121.69686126709,"Martial Arts"
