"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"Wushu West",FALSE,39,37.8114473434738,-122.261313954368,"Tai Chi |&| Chinese Martial Arts"
"2",4.5,"Bay Area Martial Arts",FALSE,24,37.8168089,-122.2455099,"Martial Arts |&| Summer Camps"
"3",5,"Team Silva Martial Arts Academy",FALSE,15,37.76543,-122.24159,"Brazilian Jiu-jitsu |&| Self-defense Classes |&| Yoga"
"4",5,"Han Martial Arts",FALSE,20,37.8233857,-122.2076924,"Martial Arts |&| Summer Camps"
"5",4.5,"Krav Maga Institute Oakland",FALSE,19,37.787732,-122.251151,"Martial Arts |&| Boxing |&| Self-defense Classes"
"6",5,"Guardian Gym",FALSE,52,37.8071394792171,-122.266231185795,"Boxing |&| Martial Arts"
"7",5,"East-West Wing Chun Kung Fu",FALSE,5,37.7992394,-122.2666496,"Chinese Martial Arts"
"8",5,"Mixed Martial Arts Bravo Zulu",FALSE,30,37.797375431491,-122.204611748457,"Trainers |&| Brazilian Jiu-jitsu"
"9",4.5,"Pitts' Martial Arts Academy",FALSE,18,37.8119353,-122.2481094,"Martial Arts"
"10",5,"Tuff Love Fitness Collective",FALSE,12,37.8073568,-122.2674248,"Boot Camps |&| Self-defense Classes |&| Brazilian Jiu-jitsu"
"11",5,"Norcal KBX",FALSE,13,37.80708,-122.26603,"Kickboxing |&| Trainers"
"12",5,"DJ's Martial Arts & Fitness Unlimited",FALSE,29,37.7894744873047,-122.19637298584,"Martial Arts"
"13",5,"East Bay Aikido",FALSE,6,37.8117104,-122.2122768,"Martial Arts"
"14",5,"Suigetsukan",FALSE,3,37.7982635498047,-122.257041931152,"Martial Arts"
"15",4.5,"Shaolin Life",FALSE,12,37.7829679,-122.2361485,"Martial Arts"
"16",5,"Oakland Judo - Kenin Kan Judo Club",FALSE,9,37.798325,-122.207949,"Martial Arts"
"17",5,"Baker's Martial Arts Cultural Center",FALSE,9,37.8073844909668,-122.221702575684,"Martial Arts"
"18",5,"Intensity Martial Arts",FALSE,14,37.77507,-122.26405,"Martial Arts |&| Summer Camps"
"19",5,"USA Kung Fu Studio",FALSE,24,37.76949,-122.23798,"Tai Chi |&| Chinese Martial Arts"
"20",5,"LeBlanc Wing Chun Kung Fu",FALSE,4,37.7982635498047,-122.257041931152,"Chinese Martial Arts"
"21",4.5,"Dek Wat Muay Thai, Martial Arts & Fitness",FALSE,15,37.7702193,-122.211986,"Muay Thai"
"22",5,"Tatami Academy of Martial Arts and Fitness",FALSE,11,37.7747262,-122.2770793,"Trainers |&| Brazilian Jiu-jitsu"
"23",4.5,"Pacific Ring Sports",FALSE,92,37.8289362,-122.2640401,"Martial Arts |&| Boxing |&| Gyms"
"24",5,"FOUR Elements Fitness",FALSE,24,37.805589,-122.271509,"Gyms |&| Martial Arts |&| Trainers"
"25",5,"Hand To Hand Kajukenbo Self Defense Center",FALSE,10,37.8399283,-122.2824979,"Self-defense Classes"
"26",4.5,"Oakland Karate & Kickboxing",FALSE,10,37.8473449,-122.2874538,"Kickboxing"
"27",4.5,"International Chi Institute",FALSE,13,37.774547962323,-122.276607602835,"Qi Gong |&| Tai Chi |&| Chinese Martial Arts"
"28",5,"Frohm's Martial Arts",FALSE,5,37.7754794,-122.1849646,"Martial Arts"
"29",5,"The Open Matt",FALSE,5,37.7810173,-122.2418823,"Trainers |&| Martial Arts"
"30",4.5,"Alameda Aikikai",FALSE,7,37.77408,-122.24769,"Martial Arts"
"31",5,"Emeryville Martial Arts",FALSE,11,37.8361893,-122.2813416,"Martial Arts"
"32",5,"Rocha Jiu Jitsu",FALSE,14,37.8207011,-122.2444063,"Martial Arts"
"33",5,"Krav Maga Xtreme",FALSE,33,37.8796699305955,-122.298928519821,"Brazilian Jiu-jitsu |&| Karate |&| Cardio Classes"
"34",5,"US Shaolin Kung Fu",FALSE,12,37.7989654541016,-122.267761230469,"Chinese Martial Arts"
"35",4,"West Wind Schools",FALSE,24,37.76523,-122.24239,"Martial Arts |&| Gyms"
"36",5,"Alameda Martial Arts",FALSE,8,37.729392,-122.247079,"Martial Arts |&| Sports Clubs |&| Yoga"
"37",4.5,"Berkeley Martial Arts",FALSE,14,37.86254,-122.2815,"Martial Arts"
"38",5,"Tommy Young's Superior Martial Arts",FALSE,2,37.7914432436228,-122.198560014367,"Martial Arts"
"39",5,"Rio Combat Jiu-Jitsu",FALSE,5,37.7829319,-122.3011774,"Brazilian Jiu-jitsu"
"40",5,"Relic Movement",FALSE,40,37.8077169,-122.222353,"Gyms |&| Martial Arts"
"41",4.5,"Omulu Capoeira",FALSE,11,37.804444,-122.269722,"Martial Arts"
"42",5,"Lamorinda Martial Arts Studio",FALSE,3,37.880191,-122.185752,"Martial Arts"
"43",5,"Genbukan Ohka Dojo",FALSE,1,37.83971,-122.26296,"Martial Arts"
"44",5,"SUPREME MMA Shop",FALSE,9,37.7893359,-122.1963857,"Sports Wear |&| Martial Arts |&| Screen Printing/T-Shirt Printing"
"45",4.5,"East Bay Seido Karate",FALSE,19,37.8721790760756,-122.271982803941,"Karate"
"46",5,"Wado Ki Kai Karate Dojo",FALSE,2,37.7864132205888,-122.279116329015,"Karate"
"47",4.5,"Lim's TaeKwonDo Academy",FALSE,7,37.771484375,-122.238327026367,"Taekwondo"
"48",4.5,"Bay Jiu-Jitsu",FALSE,16,37.86447,-122.25821,"Brazilian Jiu-jitsu"
"49",4.5,"Studio Naga Indo-American Martial Arts",FALSE,20,37.8418807983398,-122.282989501953,"Martial Arts"
"50",4.5,"Wudang West Cultural Heritage Center",FALSE,11,37.80775,-122.26799,"Community Service/Non-Profit |&| Traditional Chinese Medicine |&| Chinese Martial Arts"
