"","businesses.rating","businesses.name","businesses.is_closed","businesses.review_count","latitude","longitude","arts"
"1",5,"Extreme Martial Arts",FALSE,14,37.3462936,-121.9239013,"Taekwondo |&| Brazilian Jiu-jitsu"
"2",5,"Heroes Martial Arts",FALSE,35,37.329029,-121.8858987,"Brazilian Jiu-jitsu"
"3",4.5,"Vision Martial Arts",FALSE,28,37.287792,-121.780396,"Martial Arts"
"4",5,"Xtreme Martial Arts & Fitness Center",FALSE,79,37.2607421875,-121.93187713623,"Martial Arts"
"5",5,"KO Kung Fu Karate",FALSE,33,37.274892051299,-121.893322864309,"Karate |&| Chinese Martial Arts"
"6",5,"Caio Terra Academy",FALSE,33,37.32645,-121.9066,"Self-defense Classes |&| Brazilian Jiu-jitsu"
"7",5,"Smash Gyms - San Jose",FALSE,66,37.3224446,-121.8092394,"Kickboxing |&| Brazilian Jiu-jitsu |&| Boot Camps"
"8",5,"World Class Tae Kwon Do",FALSE,22,37.2519493103027,-121.909622192383,"Taekwondo"
"9",5,"Cantrelle's Martial Arts",FALSE,10,37.38147,-121.82616,"Self-defense Classes |&| Karate"
"10",5,"Guerrilla Jiu-Jitsu Martial Arts and Fitness",FALSE,51,37.326004,-121.8976746,"Martial Arts |&| Trainers"
"11",5,"Silicon Valley Kung Fu Academy",FALSE,9,37.292854,-121.889328,"Martial Arts |&| Tai Chi |&| Self-defense Classes"
"12",5,"GloGlo Brazilian Jiu-jitsu Kickboxing & Functional Fitness",FALSE,45,37.3131173539018,-121.868753118927,"Kickboxing |&| Brazilian Jiu-jitsu"
"13",5,"PRIMETIME Martial Arts",FALSE,27,37.2367859,-121.8047409,"Martial Arts"
"14",5,"Claudio Franca - Brazilian Jiu-Jitsu",FALSE,24,37.25955,-121.931168,"Brazilian Jiu-jitsu |&| Kickboxing |&| Self-defense Classes"
"15",5,"Academy of Combative Defense and Fitness",FALSE,45,37.2450177859397,-121.804999094451,"Martial Arts |&| Gyms"
"16",5,"KNOXX Martial Arts And Fitness",FALSE,15,37.26709,-121.86647,"Martial Arts |&| Boxing"
"17",4.5,"Monarch Defense",FALSE,47,37.3251342773438,-121.914154052734,"Firearm Training |&| Self-defense Classes"
"18",5,"Shaolin Warrior Martial Arts",FALSE,6,37.30384,-121.97884,"Martial Arts |&| Self-defense Classes |&| Tai Chi"
"19",5,"Vietnamese Mixed Martial Arts",FALSE,1,37.3217417512707,-121.808986589313,"Martial Arts"
"20",4.5,"American Kickboxing Academy",FALSE,39,37.22871,-121.77657,"Kickboxing |&| Muay Thai |&| Brazilian Jiu-jitsu"
"21",5,"Buhisan's USA Martial Arts",FALSE,17,37.2551968,-121.896716952779,"Martial Arts"
"22",5,"Academy Of Self Defense",FALSE,317,37.38473,-121.94519,"Martial Arts |&| Boot Camps |&| Cardio Classes"
"23",5,"Tactica Krav Maga Institute",FALSE,28,37.378179,-121.952475,"Self-defense Classes |&| Brazilian Jiu-jitsu"
"24",5,"Shaolin Kungfu Zen",FALSE,8,37.230053,-121.872013,"Chinese Martial Arts"
"25",5,"Ascension Martial Arts",FALSE,11,37.34333,-121.91154,"Martial Arts |&| Tai Chi"
"26",4.5,"Vision Martial Arts",FALSE,33,37.210432,-121.845127,"Martial Arts"
"27",5,"Dream Martial Arts",FALSE,7,37.2590179302546,-121.891820579767,"Martial Arts"
"28",5,"Choi's Institute of Tae Kwon DO",FALSE,8,37.3149475,-121.7920214,"Taekwondo"
"29",5,"West Valley Martial Arts",FALSE,15,37.2815535,-121.9492449,"Martial Arts"
"30",5,"Aikido of San Jose",FALSE,10,37.324475,-121.876304,"Martial Arts"
"31",5,"Sun's Kung Fu Academy",FALSE,4,37.3963322,-121.8892576,"Chinese Martial Arts"
"32",5,"Vision Martial Arts",FALSE,7,37.310956,-121.894677,"Martial Arts"
"33",5,"Santa Clara Kenpo Academy",FALSE,11,37.343204,-121.959869,"Self-defense Classes |&| Kickboxing"
"34",4.5,"Team Rey's Wing Chun Muay Thai Academy",FALSE,22,37.2994901,-121.8709203,"Martial Arts"
